threads,ms
1,2295
1,2270
1,2211
1,2255
1,2243
1,2264
1,2280
1,2210
1,2260
1,2323
2,1621
2,1685
2,1631
2,1564
2,1667
2,1597
2,1559
2,1575
2,1611
2,1615
4,1372
4,1318
4,1269
4,1320
4,1294
4,1351
4,1371
4,1288
4,1346
4,1299
8,1291
8,1290
8,1268
8,1262
8,1323
8,1257
8,1268
8,1230
8,1290
8,1266
16,1237
16,1308
16,1258
16,1198
16,1224
16,1279
16,1244
16,1229
16,1286
16,1236
