threads,ms
1,2279
1,2287
1,2252
1,2254
1,2240
1,2260
1,2178
1,2211
1,2239
1,2276
2,1595
2,1691
2,1616
2,1593
2,1635
2,1650
2,1619
2,1636
2,1638
2,1631
4,1381
4,1374
4,1392
4,1415
4,1366
4,1379
4,1363
4,1385
4,1398
4,1343
8,1365
8,1372
8,1354
8,1394
8,1418
8,1383
8,1394
8,1379
8,1317
8,1395
16,1450
16,1461
16,1441
16,1472
16,1411
16,1459
16,1488
16,1470
16,1448
16,1486
