threads,ms
1,2645
1,2737
1,3016
1,2937
1,3010
1,2400
1,3082
1,2575
1,2505
1,2669
2,1618
2,1595
2,1479
2,1539
2,1544
2,1573
2,1488
2,1532
2,1543
2,1427
4,1293
4,1275
4,1313
4,1273
4,1205
4,1222
4,1265
4,1321
4,1335
4,1317
8,1321
8,1381
8,1344
8,1263
8,1287
8,1314
8,1358
8,1320
8,1307
8,1279
