threads,ms
1,2262
1,2241
1,2319
1,2268
1,2281
1,2267
1,2342
1,2325
1,2242
1,2184
2,1556
2,1698
2,1716
2,1728
2,1702
2,1744
2,1655
2,1694
2,1727
2,1561
4,1449
4,1410
4,1424
4,1426
4,1424
4,1417
4,1374
4,1386
4,1444
4,1400
8,1376
8,1362
8,1348
8,1335
8,1341
8,1313
8,1321
8,1350
8,1316
8,1297
16,1334
16,1350
16,1348
16,1340
16,1349
16,1340
16,1341
16,1317
16,1365
16,1321
