threads,ms
1,1322
1,1230
1,1245
1,1228
1,1245
1,1230
1,1240
1,1230
1,1230
1,1228
2,802
2,798
2,791
2,745
2,798
2,759
2,790
2,804
2,752
2,812
4,545
4,523
4,520
4,527
4,492
4,501
4,497
4,505
4,526
4,535
8,423
8,462
8,481
8,452
8,474
8,461
8,467
8,431
8,464
8,452
16,474
16,457
16,477
16,480
16,449
16,465
16,474
16,463
16,472
16,459
32,475
32,509
32,482
32,488
32,507
32,489
32,480
32,482
32,476
32,467
64,486
64,475
64,483
64,468
64,498
64,489
64,485
64,494
64,470
64,481
