1,1412
1,1257
1,1215
1,1220
1,1218
2,963
2,960
2,917
2,1003
2,900
4,676
4,685
4,685
4,701
4,722
8,547
8,538
8,519
8,521
8,518
16,445
16,450
16,446
16,461
16,450
24,486
24,453
24,459
24,480
24,469
32,434
32,486
32,458
32,465
32,465
