threads,ms
1,1415
1,1230
1,1239
1,1229
1,1229
1,1230
1,1244
1,1230
1,1230
1,1228
2,807
2,811
2,791
2,758
2,718
2,808
2,815
2,739
2,815
2,781
4,489
4,545
4,493
4,531
4,522
4,512
4,520
4,574
4,549
4,508
8,455
8,461
8,458
8,492
8,478
8,453
8,441
8,435
8,456
8,460
16,461
16,491
16,451
16,475
16,478
16,491
16,469
16,483
16,474
16,480
32,486
32,471
32,516
32,490
32,479
32,505
32,477
32,473
32,465
32,476
64,487
64,490
64,500
64,490
64,485
64,477
64,503
64,510
64,492
64,494
