threads,ms
1,1224
1,1223
1,1239
1,1223
1,1233
1,1224
1,1221
1,1222
1,1241
1,1221
2,828
2,821
2,845
2,821
2,828
2,812
2,822
2,815
2,825
2,836
4,544
4,536
4,525
4,532
4,533
4,505
4,538
4,542
4,537
4,549
8,443
8,449
8,485
8,489
8,470
8,455
8,472
8,437
8,435
8,484
16,466
16,451
16,450
16,489
16,506
16,484
16,454
16,446
16,477
16,444
32,462
32,483
32,479
32,482
32,495
32,474
32,471
32,472
32,491
32,485
64,478
64,488
64,489
64,479
64,486
64,495
64,491
64,498
64,484
64,482
