threads,ms
1,1360
1,1227
1,1242
1,1235
1,1317
1,1271
1,1259
1,1239
1,1225
1,1226
2,793
2,875
2,796
2,797
2,738
2,802
2,794
2,800
2,806
2,836
4,512
4,509
4,511
4,502
4,543
4,498
4,507
4,539
4,513
4,487
8,434
8,460
8,477
8,469
8,483
8,473
8,436
8,453
8,441
8,445
16,463
16,445
16,460
16,454
16,468
16,493
16,469
16,478
16,465
16,474
32,473
32,474
32,483
32,503
32,505
32,480
32,481
32,476
32,517
32,509
64,483
64,498
64,476
64,482
64,482
64,480
64,474
64,513
64,488
64,474
