1,1455
1,1409
1,1429
1,1439
1,1446
2,864
2,953
2,862
2,1142
2,942
4,562
4,590
4,601
4,578
4,582
8,431
8,425
8,406
8,442
8,429
16,403
16,469
16,405
16,419
16,405
24,410
24,393
24,412
24,446
24,412
32,420
32,406
32,417
32,414
32,407
