threads,ms
1,1331
1,1229
1,1244
1,1229
1,1245
1,1227
1,1227
1,1231
1,1227
1,1227
2,780
2,787
2,795
2,756
2,805
2,806
2,814
2,778
2,772
2,729
4,535
4,504
4,507
4,516
4,510
4,524
4,501
4,507
4,502
4,508
8,458
8,461
8,449
8,467
8,468
8,469
8,463
8,433
8,441
8,475
16,473
16,450
16,477
16,454
16,455
16,477
16,481
16,470
16,460
16,488
32,455
32,498
32,484
32,476
32,473
32,481
32,462
32,501
32,499
32,491
64,487
64,509
64,504
64,479
64,473
64,478
64,485
64,528
64,496
64,479
